$GPRMC,181556.000,A,4221.1034,N,00341.2575,W,20.36,235.82,090219,,,A*48

$GPRMC,181557.000,A,4221.0995,N,00341.2641,W,20.07,236.65,090219,,,A*46

$GPRMC,181558.000,A,4221.0953,N,00341.2707,W,20.03,236.13,090219,,,A*45

$GPRMC,181559.000,A,4221.0910,N,00341.2772,W,19.51,237.95,090219,,,A*43

$GPRMC,181600.000,A,4221.0863,N,00341.2839,W,19.80,238.01,090219,,,A*47

$GPRMC,181601.000,A,4221.0817,N,00341.2905,W,19.84,236.69,090219,,,A*4F

$GPRMC,181602.000,A,4221.0775,N,00341.2969,W,19.83,234.91,090219,,,A*4F

$GPRMC,181603.000,A,4221.0740,N,00341.3031,W,19.01,236.40,090219,,,A*49

$GPRMC,181604.000,A,4221.0706,N,00341.3091,W,18.54,235.43,090219,,,A*47

$GPRMC,181605.000,A,4221.0676,N,00341.3149,W,18.10,234.76,090219,,,A*43

$GPRMC,181606.000,A,4221.0649,N,00341.3202,W,16.97,234.48,090219,,,A*4C

$GPRMC,181607.000,A,4221.0626,N,00341.3251,W,15.63,234.99,090219,,,A*46

$GPRMC,181609.000,A,4221.0591,N,00341.3335,W,12.09,236.04,090219,,,A*49

$GPRMC,181610.000,A,4221.0581,N,00341.3363,W,8.94,238.73,090219,,,A*72
$GPRMC,181614.000,A,4221.0564,N,00341.3416,W,0.10,259.49,090219,,,A*72
$GPRMC,181615.000,A,4221.0560,N,00341.3416,W,0.19,259.49,090219,,,A*7E
$GPRMC,181643.000,A,4221.0565,N,00341.3422,W,0.00,259.49,090219,,,A*77
$GPRMC,181644.000,A,4221.0565,N,00341.3422,W,0.00,259.49,090219,,,A*70
$GPRMC,181645.000,A,4221.0565,N,00341.3422,W,0.00,259.49,090219,,,A*71
$GPRMC,181646.000,A,4221.0565,N,00341.3422,W,0.00,259.49,090219,,,A*72
$GPRMC,181647.000,A,4221.0565,N,00341.3422,W,0.00,259.49,090219,,,A*73
$GPRMC,181648.000,A,4221.0545,N,00341.3443,W,7.32,229.25,090219,,,A*72
$GPRMC,181649.000,A,4221.0526,N,00341.3467,W,7.26,233.89,090219,,,A*78
$GPRMC,181650.000,A,4221.0515,N,00341.3494,W,6.59,241.34,090219,,,A*76
$GPRMC,181651.000,A,4221.0497,N,00341.3524,W,5.63,246.74,090219,,,A*7F
$GPRMC,181652.000,A,4221.0491,N,00341.3552,W,6.04,285.30,090219,,,A*76
$GPRMC,181706.000,A,4221.0451,N,00341.3627,W,0.13,174.67,090219,,,A*74
$GPRMC,181707.000,A,4221.0450,N,00341.3627,W,0.23,174.67,090219,,,A*77
$GPRMC,181708.000,A,4221.0450,N,00341.3627,W,0.25,174.67,090219,,,A*7E
$GPRMC,181711.000,A,4221.0450,N,00341.3631,W,8.33,330.81,090219,,,A*74
$GPRMC,181712.000,A,4221.0468,N,00341.3648,W,8.69,332.19,090219,,,A*7E
$GPRMC,181713.000,A,4221.0488,N,00341.3664,W,10.08,335.32,090219,,,A*4F

$GPRMC,181714.000,A,4221.0512,N,00341.3682,W,12.35,336.96,090219,,,A*43

$GPRMC,181726.000,A,4221.1007,N,00341.3972,W,15.23,337.57,090219,,,A*4E

$GPRMC,181727.000,A,4221.1043,N,00341.3993,W,15.16,337.76,090219,,,A*45

$GPRMC,181728.000,A,4221.1079,N,00341.4014,W,15.44,338.87,090219,,,A*44

